address,listing_dates,CRMLS_ID,Event,price
1251 Prospect Ave ,"Oct 20, 2017,Oct 20, 2017,May 23, 2017,Apr 25, 2017,Apr 25, 2017,Nov 29, 2012,Nov 29, 2012,Oct 29, 2012,Oct 9, 2012,Sep 13, 2012","CRMLS #SB17089224,SDMLS #301712759,CRMLS #SB17089224,CRMLS #SB17089224,SDMLS #301712759,TheMLS #12-624165,Public Records,TheMLS #12-624165,TheMLS #12-624165,TheMLS #12-624165","Delisted (Withdrawn),Delisted,Price Changed,Listed (Active),Listed,Sold (MLS) (Closed),Sold (Public Records),Pending,Pending (Backup Offers Accepted),Listed (Active)","*,*,*,$1,250,000,$1,250,000,$1,300,000"
521 -525 Hermosa Ave ,"Dec 19, 2012,Nov 2, 2012,Sep 18, 2012,Aug 30, 2012","CRMLS #S12108808,CRMLS #S12108808,CRMLS #S12108808,CRMLS #S12108808","Sold (MLS) (Closed),Pending,Pending (Backup Offers Accepted),Listed (Active)","$1,200,000,$1,199,000"
1707 Pacific Coast #318 ,"Dec 21, 2012,Oct 11, 2012,Oct 4, 2012,Oct 3, 2012,Sep 26, 2012,Sep 13, 2012,Sep 10, 2012,Aug 27, 2012,Aug 17, 2012,Aug 1, 2012,Jun 12, 2012,Jun 6, 2012,May 31, 2012,May 30, 2012,May 1, 2012,Apr 2, 2012,Sep 23, 2002,Aug 26, 2002,Jul 20, 1999","CRMLS #S12042291,CRMLS #S12042291,CRMLS #S12042291,CRMLS #S12042291,CRMLS #S12042291,CRMLS #S12042291,CRMLS #S12042291,CRMLS #S12042291,CRMLS #S12042291,CRMLS #S12042291,CRMLS #S12042291,CRMLS #S12042291,CRMLS #S12042291,CRMLS #S12042291,CRMLS #S12042291,CRMLS #S12042291,CRMLS #S330133,CRMLS #S330133,Public Records","Sold (MLS) (Closed),Pending,Relisted (Active),Pending,Price Changed,Relisted (Active),Pending,Price Changed,Relisted (Active),Pending,Relisted (Active),Pending,Relisted (Active),Delisted (Hold),Price Changed,Listed (Active),Delisted,Listed,Sold (Public Records)","$279,900,$279,900,$289,900,$299,900,$304,900,*,$101,000"
504 -512 25th St ,"Dec 26, 2012,Dec 10, 2012,Dec 4, 2012","CRMLS #SB12147385,CRMLS #SB12147385,CRMLS #SB12147385","Sold (MLS) (Closed),Pending,Listed (Active)","$2,550,000,$2,500,000"
1601 Lomax Ln ,"Jan 31, 2013,Jan 25, 2013,Dec 19, 2012,Dec 17, 2012,Dec 12, 2012,Dec 12, 2012,May 15, 1995,Feb 4, 1995","Public Records,CRMLS #SB12150341,CRMLS #SB12150341,CRMLS #SB12150341,CRMLS #SB12150341,CRMLS #SB12150341,Public Records,CRMLS #S109253","Sold (Public Records),Sold (MLS) (Closed),Pending (Backup Offers Accepted),Relisted (Active),Pending (Backup Offers Accepted),Listed (Active),Sold (Public Records),Listed","$699,000,$699,000,$699,000,$295,000,**"
1707 Pacific Coast Hwy #226 ,"May 3, 2013,May 3, 2013,Mar 18, 2013,Feb 28, 2013,Jan 21, 2013,Jan 11, 2013,Nov 1, 2012,Nov 15, 1976","TheMLS #12-633133,Public Records,TheMLS #12-633133,TheMLS #12-633133,TheMLS #12-633133,TheMLS #12-633133,TheMLS #12-633133,Public Records","Sold (MLS) (Closed),Sold (Public Records),Pending (Backup Offers Accepted),Price Changed,Relisted (Active),Delisted (Hold),Listed (Active),Sold (Public Records)","$425,000,$425,000,$429,000,$439,000,$32,500"
1600 Ardmore Ave #103 ,"May 9, 2013,May 9, 2013,Nov 18, 2012,Nov 16, 2012,Oct 26, 2012,Oct 25, 2012,Oct 19, 2012,May 13, 2012,Apr 3, 2012,Feb 26, 2012,Feb 7, 2012,Aug 8, 2007,Jul 21, 2007,Jun 28, 2007,Jun 29, 2005,Jun 29, 2005,May 23, 2005,May 23, 2005,May 23, 2005,May 17, 2005,May 3, 2005,Jun 19, 2003,Jul 10, 1992,Oct 17, 1989","CRMLS #SB12129890,Public Records,CRMLS #SB12129890,CRMLS #SB12129890,CRMLS #SB12129890,CRMLS #SB12129890,CRMLS #SB12129890,CRMLS #V12016896,CRMLS #V12016896,CRMLS #V12016896,CRMLS #V12016896,CRMLS #S949773,CRMLS #S949773,CRMLS #S949773,CRMLS #S902861,Public Records,CRMLS #S902862,CRMLS #S902862,CRMLS #S902861,CRMLS #S901670,CRMLS #S901670,Public Records,Public Records,Public Records","Sold (MLS) (Closed),Sold (Public Records),Pending,Relisted (Active),Pending,Delisted (Hold),Listed (Active),Delisted (Cancelled),Price Changed,Pending (Backup Offers Accepted),Listed (Active),Delisted,Price Changed,Listed,Sold (MLS),Sold (Public Records),Listed,Delisted,Listed,Delisted,Listed,Sold (Public Records),Sold (Public Records),Sold (Public Records)","$335,000,$335,000,$335,000,*,*,*,*,$440,000,$440,000,*,$435,000,*,$285,000,$154,000,$162,500"
1707 Pacific Coast #405 ,"May 10, 2013,Apr 10, 2013,Mar 25, 2013,Feb 14, 2013,Jan 3, 2013,Oct 17, 2012,Oct 5, 2012,Sep 24, 2012,Aug 28, 2012,Aug 16, 2012,Aug 16, 2012,Jul 14, 2012,Jul 3, 2012,Jun 20, 2012,Jun 10, 2012,May 26, 2012,Apr 30, 2007,Apr 12, 2007,Mar 22, 2007,Mar 17, 2007,Mar 6, 2007,Jan 28, 2007,Nov 8, 2006,Aug 8, 2006,Mar 4, 2004,Feb 10, 2004,Aug 25, 2000,Jul 19, 2000,May 8, 2000,May 25, 1990,May 28, 1986,May 28, 1986","CRMLS #SB13023275,CRMLS #SB13023275,CRMLS #SB13023275,CRMLS #SB13023275,CRMLS #S12066478,CRMLS #S12066478,CRMLS #S12066478,CRMLS #S12066478,CRMLS #S12066478,CRMLS #S12066478,CRMLS #S12066478,CRMLS #S12066478,CRMLS #S12066478,CRMLS #S12066478,CRMLS #S12066478,CRMLS #S12066478,Public Records,CRMLS #Z938083,CRMLS #Z938083,CRMLS #Z938083,CRMLS #Z938083,CRMLS #Z938083,CRMLS #Z931890,CRMLS #Z931890,CRMLS #Z356146,CRMLS #Z356146,Public Records,CRMLS #S179408,CRMLS #S179408,Public Records,Public Records,Public Records","Sold (MLS) (Closed),Pending,Price Changed,Listed (Active),Delisted (Cancelled),Pending,Price Changed,Relisted (Active),Pending (Backup Offers Accepted),Price Changed (Active),Relisted (Active),Pending,Price Changed,Price Changed,Price Changed,Listed (Active),Sold (Public Records),Sold (MLS) (Closed Sale),Delisted,Price Changed,Price Changed,Listed,Delisted,Listed,Delisted,Listed,Sold (Public Records),Delisted,Listed,Sold (Public Records),Sold (Public Records),Sold (Public Records)","$340,000,$359,000,$409,000,*,*,*,*,*,*,$444,000,$444,000,$440,000,$429,000,$479,000,*,*,$149,000,*,$148,900,$83,000,$83,000"
811 20th St ,"Jun 17, 2013,Jun 17, 2013,May 29, 2013,Apr 22, 2013,Mar 5, 2013,Oct 19, 2010,Oct 19, 2010,Sep 16, 2010,May 20, 2010,Jan 26, 2008,Dec 16, 2007,Oct 25, 2006,Oct 24, 2006,Jun 21, 2006","TheMLS #13-655903,Public Records,TheMLS #13-655903,TheMLS #13-655903,TheMLS #13-655903,CRMLS #S10054206,Public Records,CRMLS #S10054206,CRMLS #S10054206,CRMLS #S959563,CRMLS #S959563,CRMLS #S927847,Public Records,CRMLS #S927847","Sold (MLS) (Closed),Sold (Public Records),Pending,Pending (Backup Offers Accepted),Listed (Active),Sold (MLS) (Closed),Sold (Public Records),Pending (Backup Offers Accepted),Listed (Active),Delisted,Listed,Sold (MLS),Sold (Public Records),Listed","$1,150,000,$1,150,000,$1,150,000,$1,025,000,$1,025,000,$1,149,000,*,$1,125,000,$1,125,000,$1,175,000"
638 6th St ,"Sep 17, 2014,Jul 8, 2013,Jul 8, 2013,May 23, 2013,May 7, 2013,Oct 2, 2012,Oct 2, 2012,Oct 1, 2012,Sep 18, 2012,Aug 21, 2012,Aug 11, 2012,Aug 1, 2012,Aug 1, 2012,Aug 1, 2012,Jul 20, 2012,Jul 17, 2012,Jul 15, 2012,Mar 31, 2007,Mar 30, 2007,Mar 10, 2007,Mar 8, 2007,May 8, 2006,Apr 3, 2006,Apr 3, 2006,Feb 28, 2006,Feb 28, 2006,Jan 18, 2006,May 12, 2004,May 12, 2004,Apr 13, 2004,Sep 9, 1998,Jul 15, 1998,Apr 3, 1998,Mar 31, 1998","CRMLS #S359150,CRMLS #IV13083879,Public Records,CRMLS #IV13083879,CRMLS #IV13083879,CRMLS #S12088115,CRMLS #S12088115,CRMLS #S12088115,CRMLS #S12088115,CRMLS #S12088115,CRMLS #S12088115,CRMLS #S12088115,CRMLS #S12088115,CRMLS #S12088115,CRMLS #S12088115,CRMLS #S12088115,CRMLS #S12088115,CRMLS #S942805,Public Records,CRMLS #S942805,CRMLS #S942805,CRMLS #S921422,CRMLS #S921422,CRMLS #S919092,CRMLS #S916446,CRMLS #S919092,CRMLS #S916446,CRMLS #S359150,CRMLS #S359150,CRMLS #S359150,Public Records,CRMLS #S150006,Public Records,CRMLS #S144593","Price Changed (Expired),Sold (MLS) (Closed),Sold (Public Records),Pending,Listed (Active),Delisted (Withdrawn),Relisted (Active),Delisted (Hold),Price Changed,Relisted (Active),Pending (Backup Offers Accepted),Price Changed,Price Changed,Price Changed,Relisted (Active),Delisted (Hold),Listed (Active),Sold (MLS) (Closed Sale),Sold (Public Records),Delisted,Listed,Delisted,Listed,Delisted,Delisted,Listed,Listed,Price Changed,Delisted,Listed,Sold (Public Records),Listed,Sold (Public Records),Listed","*,$1,065,000,$1,060,000,$1,089,000,*,*,*,*,*,$990,000,$983,000,$999,999,*,*,*,*,*,$549,000,**,$489,000,**"
3206 Hermosa Ave ,"Jul 19, 2013,Jul 19, 2013,Jul 19, 2013,Jul 9, 2013,Jun 27, 2013,May 24, 2013,Aug 10, 2005,Aug 1, 2005,Jun 29, 2005,Mar 2, 1977","CRMLS #SB13124459,CRMLS #SB13097569,Public Records,CRMLS #SB13097569,CRMLS #SB13124459,CRMLS #SB13097569,Public Records,CRMLS #S904893,CRMLS #S904893,Public Records","Sold (MLS) (Closed),Sold (MLS) (Closed),Sold (Public Records),Pending,Listed (Active),Listed (Active),Sold (Public Records),Sold (MLS),Listed,Sold (Public Records)","$2,775,000,$2,766,800,$2,767,000,$2,900,000,$2,900,000,$2,150,000,$2,150,000,$1,999,000,$148,500"
619 5th St ,"Jul 24, 2013,Jul 24, 2013,Jul 10, 2013,Jun 18, 2013,May 30, 2013,May 14, 2013,Jun 28, 2012,Jun 28, 2012,Jun 28, 2012,Feb 9, 2007,Jan 31, 2007,Jan 29, 2007,Jan 28, 2007","CRMLS #SB13089020,Public Records,CRMLS #SB13089020,CRMLS #SB13089020,CRMLS #SB13089020,CRMLS #SB13089020,CRMLS #S12081214,CRMLS #S12081214,Public Records,CRMLS #S936597,CRMLS #S936597,CRMLS #S936597,CRMLS #S936597","Sold (MLS) (Closed),Sold (Public Records),Pending,Pending (Backup Offers Accepted),Price Changed,Listed (Active),Sold (MLS),Listed,Sold (Public Records),Sold (MLS) (Closed Sale),Delisted,Contingent,Listed","$1,325,000,$1,325,000,$1,360,000,$1,385,000,$1,255,000,$1,255,000,$1,255,000,$1,300,000,$1,325,000"
821 19th St ,"Aug 30, 2013,Aug 29, 2013,Jul 17, 2013,Jul 9, 2013","CRMLS #SB13132901,Public Records,CRMLS #SB13132901,CRMLS #SB13132901","Sold (MLS) (Closed),Sold (Public Records),Pending,Listed (Active)","$855,150,$855,500,$825,000"
3130 Hermosa Ave ,"Oct 30, 2013,Oct 30, 2013,Sep 23, 2013,Jun 28, 2013,Jun 24, 2013,Apr 19, 2013,Feb 20, 2013,Dec 1, 2012,Sep 20, 2012,Apr 13, 2006,Jan 6, 2006,Jan 2, 2006,Nov 2, 2005,Sep 18, 1981","CRMLS #SB13125034,Public Records,CRMLS #SB13125034,CRMLS #SB13125034,CRMLS #V12118016,CRMLS #V12118016,CRMLS #V12118016,CRMLS #V12118016,CRMLS #V12118016,CRMLS #S915884,CRMLS #S915884,CRMLS #S912911,CRMLS #S912911,Public Records","Sold (MLS) (Closed),Sold (Public Records),Pending (Backup Offers Accepted),Listed (Active),Delisted (Cancelled),Price Changed,Price Changed,Price Changed,Listed (Active),Sold (MLS),Listed,Delisted,Listed,Sold (Public Records)","$4,300,000,$4,300,000,$4,799,122,*,*,*,*,$4,050,000,$4,150,000,*,$155,500"
1707 Pacific Coast HY #121 ,"Jul 8, 2014,Jul 8, 2014,May 31, 2014,May 9, 2014,Apr 17, 2014,Aug 31, 2006,Aug 31, 2006,Jun 30, 2006,Jun 30, 2006,May 4, 2006,Mar 27, 2006,Mar 14, 2006,Jul 25, 2003,Oct 18, 1996,Sep 8, 1996,May 2, 1996,Apr 26, 1996,Dec 28, 1995,Mar 6, 1986","CRMLS #SB14078701,Public Records,CRMLS #SB14078701,CRMLS #SB14078701,CRMLS #SB14078701,CRMLS #S920384,CRMLS #S920967,CRMLS #S923828,Public Records,CRMLS #S923828,CRMLS #S920967,CRMLS #S920384,Public Records,Public Records,CRMLS #S121235,CRMLS #S118166,CRMLS #S115321,CRMLS #S115321,Public Records","Sold (MLS) (Closed),Sold (Public Records),Pending,Pending (Backup Offers Accepted),Listed (Active),Delisted,Delisted,Sold (MLS),Sold (Public Records),Listed,Listed,Listed,Sold (Public Records),Sold (Public Records),Listed,Listed,Delisted,Listed,Sold (Public Records)","$545,000,$545,000,$545,000,$515,000,$515,000,$555,000,*,*,$358,000,$111,500,**,**,*,$106,000"
2624 The Strand ,"Aug 4, 2014,Jul 22, 2014,Jul 18, 2014,Jul 16, 2014,Oct 31, 1998,Aug 29, 1998","CRMLS #SB14150374,CRMLS #SB14150374,CRMLS #SB14150374,CRMLS #SB14150374,CRMLS #S152414,CRMLS #S152414","Sold (MLS) (Closed),Pending,Price Changed,Listed (Active),Delisted,Listed","$8,950,000,$9,200,000,$9,500,000,*"
1720 Ardmore #221 ,"Aug 28, 2014,Aug 27, 2014,Jul 25, 2014,Jul 8, 2014,Jun 13, 2014,Apr 29, 2014,Apr 6, 2014,Sep 24, 2009,Aug 24, 2009,Dec 9, 2003,Jun 16, 1988","CRMLS #SB14124631,Public Records,CRMLS #SB14124631,CRMLS #SB14124631,CRMLS #SB14124631,CRMLS #SB14069921,CRMLS #SB14069921,CRMLS #S09092057,CRMLS #S09092057,Public Records,Public Records","Sold (MLS) (Closed),Sold (Public Records),Pending (Backup Offers Accepted),Price Changed,Listed (Active),Delisted (Hold),Listed (Active),Delisted,Listed (Active),Sold (Public Records),Sold (Public Records)","$505,000,$505,000,$499,000,$510,000,*,*,$401,000,$163,000"
1600 Ardmore Ave #205 ,"Oct 7, 2014,Oct 7, 2014,Sep 16, 2014,Sep 12, 2014,Jul 16, 2014,Dec 30, 1986","CRMLS #SB14150131,Public Records,CRMLS #SB14150131,CRMLS #SB14150131,CRMLS #SB14150131,Public Records","Sold (MLS) (Closed Sale),Sold (Public Records),Pending (Pending Sale),Pending,Listed (Active),Sold (Public Records)","$513,000,$513,000,$529,900,$135,000"
1085 10th St ,"Oct 24, 2014,Oct 2, 2014,Sep 11, 2014","CRMLS #SB14196201,CRMLS #SB14196201,CRMLS #SB14196201","Sold (MLS) (Closed Sale),Contingent (Active Under Contract),Listed (Active)","$1,550,000,$1,575,000"
21 4th St ,"Nov 12, 2014,Nov 6, 2014,Oct 29, 2014,Oct 26, 2014,Oct 24, 2014,Oct 17, 2014,May 30, 2012,May 30, 2012,Apr 18, 2012,Apr 18, 2012,Apr 1, 2012,Apr 1, 2012,Dec 5, 2010,Nov 15, 2010,Sep 27, 2010,Sep 27, 2010,Aug 16, 2010,Aug 16, 2010,May 27, 2010,May 27, 2010,May 27, 2010,May 27, 2010,Mar 21, 2010,Mar 21, 2010,Mar 7, 2010,Mar 7, 2010,Jan 19, 2010,Jan 19, 2010,Jul 26, 2009,Jul 26, 2009,May 19, 2009,May 19, 2009,Apr 20, 2009,Apr 20, 2009,Apr 5, 2009,Apr 4, 2009","CRMLS #SB14223466,CRMLS #SB14223466,CRMLS #SB14223466,CRMLS #SB14227632,CRMLS #SB14227632,CRMLS #SB14223466,CRMLS #S12041597,CRMLS #S12041602,CRMLS #S12041602,CRMLS #S12041597,CRMLS #S12041602,CRMLS #S12041597,CRMLS #S09039246,CRMLS #S09039196,CRMLS #S09039246,CRMLS #S09039196,CRMLS #S09039246,CRMLS #S09039196,CRMLS #S09039246,CRMLS #S09039246,CRMLS #S09039196,CRMLS #S09039196,CRMLS #S09039246,CRMLS #S09039196,CRMLS #S09039196,CRMLS #S09039246,CRMLS #S09039246,CRMLS #S09039196,CRMLS #S09039246,CRMLS #S09039196,CRMLS #S09039196,CRMLS #S09039246,CRMLS #S09039196,CRMLS #S09039246,CRMLS #S09039246,CRMLS #S09039196","Sold (MLS) (Closed Sale),Pending (Pending Sale),Contingent (Active Under Contract),Delisted,Listed (Active),Listed (Active),Sold (MLS) (Closed),Sold (MLS) (Closed),Pending,Pending,Listed (Active),Listed (Active),Delisted (Expired),Delisted (Cancelled),Price Changed,Price Changed,Price Changed,Price Changed,Price Changed (Active),Relisted (Active),Price Changed (Active),Relisted (Active),Delisted (Withdrawn),Delisted (Withdrawn),Price Changed,Price Changed,Price Changed,Price Changed,Price Changed,Price Changed,Price Changed,Price Changed,Price Changed,Price Changed,Listed,Listed","$2,300,000,*,$2,599,000,$1,772,000,$1,772,000,$1,797,000,$1,797,000,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*,*"
1720 Ardmore Ave #203 ,"Dec 18, 2014,Dec 18, 2014,Dec 18, 2014,Nov 7, 2014,Oct 31, 2014,Oct 8, 1996","TheMLS #14-806815,TheMLS #14-806815,Public Records,TheMLS #14-806815,TheMLS #14-806815,CRMLS #S121964","Delisted,Sold (MLS) (Closed),Sold (Public Records),Pending (Backup Offers Accepted),Listed (Active),Listed","$485,000,$485,000,$485,000,**"
63 18th St ,"Jan 6, 2015,Nov 24, 2014,Nov 6, 2014,Oct 21, 2014,Oct 14, 2014,Jun 20, 2014,Jun 19, 2014,Apr 11, 2014,Apr 8, 2014,Jan 18, 1978","CRMLS #SB14220572,CRMLS #SB14220572,CRMLS #SB14220572,CRMLS #SB14220572,CRMLS #SB14220572,CRMLS #SB14129203,Public Records,CRMLS #SB14129203,CRMLS #SB14129203,Public Records","Sold (MLS) (Closed Sale),Pending (Pending Sale),Contingent (Active Under Contract),Price Changed,Listed (Active),Sold (MLS) (Closed),Sold (Public Records),Delisted,Listed,Sold (Public Records)","$3,300,000,$3,300,000,$3,500,000,$2,900,000,$2,900,000,$2,799,000,$185,000"
803 20th St ,"Mar 17, 2015,Mar 17, 2015,Feb 10, 2015,Feb 10, 2015,Dec 2, 2014,Oct 13, 2014,Sep 8, 2014,Aug 4, 2014","CRMLS #SB15028986,Public Records,CRMLS #SB15028986,CRMLS #SB15028986,CRMLS #SB14165588,CRMLS #SB14165588,CRMLS #SB14165588,CRMLS #SB14165588","Sold (MLS) (Closed Sale),Sold (Public Records),Delisted,Listed,Delisted (Withdrawn),Price Changed,Price Changed,Listed (Active)","$1,100,000,$1,100,000,$1,100,000,*,*,*"
1707 Pacific Coast Hwy #304 ,"Apr 17, 2015,Apr 17, 2015,Apr 9, 2015,Mar 20, 2015,Mar 12, 2015,Feb 28, 2008,Feb 11, 2008,Jan 15, 2008,Dec 22, 2007,Aug 23, 1977","CRMLS #SB15051972,Public Records,CRMLS #SB15051972,CRMLS #SB15051972,CRMLS #SB15051972,CRMLS #S959779,CRMLS #S959779,CRMLS #S959779,CRMLS #S959779,Public Records","Sold (MLS) (Closed Sale),Sold (Public Records),Pending (Pending Sale),Contingent (Active Under Contract),Listed (Active),Sold (MLS) (Closed),Delisted,Price Changed,Listed,Sold (Public Records)","$575,000,$575,000,$565,000,$521,000,$549,900,$579,500,$66,000"
419 Anita Unit B ,"Jun 6, 2008,Jun 6, 2008,Apr 25, 2008,Mar 24, 2008,Mar 19, 2008,Dec 3, 2007,Dec 2, 2007,May 2, 2007","CRMLS #S959028,CRMLS #S959028,CRMLS #S08042797,CRMLS #S08042797,CRMLS #S959028,CRMLS #S959028,CRMLS #S946187,CRMLS #S946187","Price Changed (Closed),Sold (MLS) (Closed),Delisted,Listed,Delisted,Listed,Delisted,Listed","$1,089,000,$1,089,000,*,$1,199,000,*"
660 Longfellow Ave ,"Dec 20, 2002,Jul 11, 2000","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$850,000,$520,000"
1016 Prospect Ave ,"May 25, 2001,Feb 14, 1975","Public Records,Public Records","Sold (Public Records),Sold (Public Records)","$350,000,$22,000"
1201 11th St ,"Feb 1, 2007,Nov 17, 2006,Aug 21, 2006,Aug 17, 2006,Feb 13, 2003,Oct 23, 1998,Sep 9, 1998,Sep 9, 1998,Aug 24, 1998,Jun 3, 1985,Feb 26, 1985","CRMLS #M103489,CRMLS #H611486,CRMLS #M103489,CRMLS #H611486,Public Records,Public Records,CRMLS #S152846,CRMLS #S152095,CRMLS #S152095,Public Records,Public Records","Delisted,Delisted,Listed,Listed,Sold (Public Records),Sold (Public Records),Listed,Delisted,Listed,Sold (Public Records),Sold (Public Records)","*,*,$649,000,$450,000,**,*,$205,000,$220,000"
1605 Van Horne Ln ,"Aug 25, 1972",Public Records,Sold (Public Records),"$22,500"
1720 Ardmore #305 ,"Dec 26, 2012,Jan 19, 2006,Jan 19, 2006,Dec 10, 2005,Nov 25, 2005,Nov 17, 2005,Oct 27, 2004,Aug 16, 2004,Aug 15, 2004,Aug 15, 2004,Jul 26, 2004,May 28, 1998,May 28, 1998,Mar 21, 1989","CRMLS #S363951,CRMLS #S914823,Public Records,CRMLS #S914823,CRMLS #S913694,CRMLS #S913694,CRMLS #S363951,Public Records,CRMLS #S363951,CRMLS #S363951,CRMLS #S363951,Public Records,Public Records,Public Records","Price Changed,Sold (MLS),Sold (Public Records),Listed,Delisted,Listed,Delisted,Sold (Public Records),Price Changed,Price Changed,Listed,Sold (Public Records),Sold (Public Records),Sold (Public Records)","**,$529,980,$530,000,$529,980,*,$420,000,**,**,**,$161,000,$161,000,$166,000"
2930 Hermosa Ave ,"Apr 14, 2006,Apr 13, 2006,Feb 28, 2006,Oct 8, 2004","Public Records,CRMLS #S919291,CRMLS #S919291,Public Records","Sold (Public Records),Sold (MLS),Listed,Sold (Public Records)","$2,150,000,$2,150,000,$2,199,122,$1,300,000"
Undisclosed Address,"Dec 23, 2012,Dec 23, 2012,Dec 22, 2012,Dec 22, 2012,May 15, 2006,Jan 11, 2006,Jan 11, 2006,Oct 26, 2005,Oct 2, 2005,May 19, 2005,May 19, 2005,Apr 19, 2005,Feb 25, 2005,Feb 25, 2005,Jun 28, 2004,Jun 28, 2004,Jun 28, 2004,Mar 22, 2004,Nov 25, 2002,Nov 25, 2002,Jun 11, 1986","CRMLS #S375627,CRMLS #S375627,CRMLS #S357989,CRMLS #S357989,CRMLS #S916028,CRMLS #S912374,CRMLS #S916028,CRMLS #S912374,CRMLS #S902677,CRMLS #S375627,CRMLS #S902677,CRMLS #S375627,CRMLS #S375627,CRMLS #S375627,CRMLS #S357989,CRMLS #S357989,CRMLS #S357989,CRMLS #S357989,Public Records,Public Records,Public Records","Price Changed,Price Changed,Price Changed,Price Changed,Sold (MLS),Delisted,Listed,Listed,Sold (MLS),Delisted,Listed,Listed,Price Changed,Price Changed,Price Changed,Price Changed,Delisted,Listed,Sold (Public Records),Sold (Public Records),Sold (Public Records)","*,*,*,*,$3,300,000,$3,400,439,*,$3,400,000,$3,400,000,*,*,*,*,*,*,$1,100,000,$1,100,010,$285,000"
936 2ND St ,"Jul 27, 2006,Jul 23, 2006,May 19, 2006,May 20, 2002","Public Records,CRMLS #S924983,CRMLS #S924983,Public Records","Sold (Public Records),Sold (MLS),Listed,Sold (Public Records)","$1,200,000,$1,200,000,$1,200,000,$600,000"
38 5th St ,"Jul 11, 2009,Feb 26, 2009,Dec 3, 2008,Dec 1, 2008,May 3, 2008,Jan 5, 2007,Jan 5, 2007,May 19, 2006,May 29, 2003","CRMLS #S08168483,CRMLS #S08168483,CRMLS #S08168483,CRMLS #V08065186,CRMLS #V08065186,CRMLS #S925116,Public Records,CRMLS #S925116,Public Records","Delisted,Price Changed,Listed,Delisted,Listed,Sold (MLS),Sold (Public Records),Listed,Sold (Public Records)","*,*,*,$3,300,000,$3,300,000,$3,499,000,$1,000,000"
1532 Prospect ,"Jan 28, 2007,Jan 28, 2007,Jan 11, 2007,Jan 6, 2007,Oct 19, 2006,Aug 17, 2006,Aug 15, 2006,Jun 12, 2006,Dec 5, 2002,Oct 4, 1996,Aug 9, 1996,Apr 18, 1986","CRMLS #S936042,CRMLS #S936042,Public Records,CRMLS #S936042,CRMLS #S932086,CRMLS #S927065,CRMLS #S932086,CRMLS #S927065,Public Records,CRMLS #S25731,CRMLS #S25731,Public Records","Delisted,Listed,Sold (Public Records),Sold (MLS) (Closed Sale),Delisted,Delisted,Listed,Listed,Sold (Public Records),Delisted,Listed,Sold (Public Records)","$978,122,$978,000,$978,000,*,*,$550,000,*,$176,000"
210 34th St ,"Jul 28, 2011,May 5, 2011,Jun 20, 2008,Oct 16, 2007,Oct 11, 2007,Jan 19, 2007,Jan 10, 2007,Oct 25, 2006,Jun 19, 2006,Jul 19, 2004,Aug 25, 2000,Feb 22, 1999,Dec 1, 1998,Jul 10, 1998,Jun 30, 1994,Jun 30, 1994","CRMLS #S11057247,CRMLS #S11057247,CRMLS #S927347,CRMLS #S956369,CRMLS #S956369,Public Records,CRMLS #S936317,CRMLS #S936317,CRMLS #S927347,Public Records,Public Records,Public Records,CRMLS #S156683,Public Records,Public Records,Public Records","Delisted (Hold),Listed (Active),Delisted,Delisted,Listed,Sold (Public Records),Sold (MLS),Listed,Listed,Sold (Public Records),Sold (Public Records),Sold (Public Records),Listed,Sold (Public Records),Sold (Public Records),Sold (Public Records)","*,*,$2,359,500,$2,450,000,$2,499,000,*,$2,099,000,$1,260,000,$495,000,**,$470,000,$299,000,$299,000"
Undisclosed Address,"Mar 31, 2007,Mar 26, 2007,Jun 6, 2006,Apr 4, 2006,Mar 30, 2006,Jan 6, 2006,Jun 8, 1996,Apr 10, 1996,Apr 10, 1996,Jan 10, 1996","CRMLS #S926547,Public Records,CRMLS #S926547,CRMLS #S915888,Public Records,CRMLS #S915888,CRMLS #S117707,CRMLS #S117707,CRMLS #S115524,CRMLS #S115524","Sold (MLS),Sold (Public Records),Listed,Sold (MLS),Sold (Public Records),Listed,Delisted,Listed,Delisted,Listed","$3,800,000,$3,700,000,$3,970,000,$3,036,000,$3,036,000,$2,650,000,*,*"
Undisclosed Address,"May 3, 2007,Mar 1, 2007","CRMLS #S942417,CRMLS #S942417","Sold (MLS),Listed","$700,000,$689,000"
2025 Hillcrest ,"May 18, 2007,Apr 6, 2007,Apr 6, 2007,Mar 24, 2007,Mar 23, 2007,May 2, 2000,Oct 24, 1999,Oct 19, 1999,Apr 19, 1999,Oct 9, 1998,Jun 3, 1998,Jan 19, 1990,Apr 15, 1986","CRMLS #Z943814,CRMLS #Z943814,TheMLS #07-171417,TheMLS #07-171417,CRMLS #Z943814,CRMLS #P160911,CRMLS #P160911,CRMLS #S163316,CRMLS #S163316,CRMLS #S147962,CRMLS #S147962,Public Records,Public Records","Sold (MLS) (Closed Sale),Delisted,Delisted,Listed,Listed,Delisted,Listed,Delisted,Listed,Delisted,Listed,Sold (Public Records),Sold (Public Records)","$900,000,*,$900,000,*,*,*,$430,000,$252,000"
